id,question,answer,operational_pass,answer_success,route_pass,tool_route_pass,expected_agents,actual_agents,expected_requires_documents,actual_requires_documents,expected_requires_sql,actual_requires_sql,expected_document_types,returned_document_types,matched_document_types,retrieval_pass,retrieval_type_recall,document_evidence_count,document_evidence_ids,expected_sql_view,sql_execution_pass,sql_view_pass,sql_sources,sql,sql_row_count,sql_evidence_ids,claim_count,supported_claim_count,claim_support_rate,citation_integrity_pass,claims,warnings,timings_ms,provider_metrics,latency_ms,wall_clock_latency_ms,error
Q011,Which shipments arrived late and by how many days?,"Freight order 1447298099.7 arrived 6 days late.

Freight order 1447416254.7 arrived 1 day late.

Freight order 1447393228.7 arrived 1 day late.

Freight order 1447281276.7 arrived 1 day late.

Freight order 1447307117.7 arrived 1 day late.

Freight order 1447343673.7 arrived 1 day late.",True,True,True,True,"[""analytics"",""logistics""]","[""logistics"",""analytics""]",True,True,True,True,[],"[""CARRIER_MSA"",""EMAIL_THREAD_JSON""]",[],,,8,"[""DOC-f98e723e-b024-5b17-ac36-b0582285ce3b"",""DOC-c85537cc-3411-5333-95e6-3b1b1f83f42b"",""DOC-8eeb0ee0-0084-5ab9-851e-d26360fef11c"",""DOC-1217093c-420c-579d-8ccc-259481a78e18"",""DOC-3ccd6438-b06a-5883-977d-ff4fe8145dec"",""DOC-04a0fee3-7344-50ee-88a5-b0c26c11c26a"",""DOC-0e0da67f-ac09-5b35-813c-4c54365b4c13"",""DOC-00fb3645-18fb-5747-848e-e1f0a065a2c2""]",shipment_operations,True,True,"[""template:late_shipments""]","SELECT * FROM analytics.shipment_operations WHERE is_late IS TRUE ORDER BY arrival_variance_days DESC NULLS LAST, shipment_id LIMIT 201",0,"[""SQL-abac28f2c46f28f6""]",6,6,1.0,True,"[{""text"":""Freight order 1447298099.7 arrived 6 days late."",""evidence_ids"":[""DOC-f98e723e-b024-5b17-ac36-b0582285ce3b""],""supported"":true},{""text"":""Freight order 1447416254.7 arrived 1 day late."",""evidence_ids"":[""DOC-c85537cc-3411-5333-95e6-3b1b1f83f42b""],""supported"":true},{""text"":""Freight order 1447393228.7 arrived 1 day late."",""evidence_ids"":[""DOC-8eeb0ee0-0084-5ab9-851e-d26360fef11c""],""supported"":true},{""text"":""Freight order 1447281276.7 arrived 1 day late."",""evidence_ids"":[""DOC-1217093c-420c-579d-8ccc-259481a78e18""],""supported"":true},{""text"":""Freight order 1447307117.7 arrived 1 day late."",""evidence_ids"":[""DOC-3ccd6438-b06a-5883-977d-ff4fe8145dec""],""supported"":true},{""text"":""Freight order 1447343673.7 arrived 1 day late."",""evidence_ids"":[""DOC-04a0fee3-7344-50ee-88a5-b0c26c11c26a""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":287,""document_reranking"":685,""document_retrieval_total"":972,""sql_lookup"":30,""evidence_collection"":973,""synthesis"":2442,""orchestrator_total"":3417}","[{""attempt"":1,""status_code"":200,""latency_ms"":2440,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":4457,""output_tokens"":606,""total_tokens"":5063,""finish_reason"":""STOP"",""response_characters"":1281,""ignored_thought_parts"":0}]",3417,3417,
Q012,Show carrier performance by number of late deliveries.,"Carrier 4px has 1 shipment and 0 late deliveries.

Carrier ALPHA has 1 shipment and 0 late deliveries.

Carrier ARRTIME has 5 shipments and 0 late deliveries.

Carrier AXIOM has 10 shipments and 0 late deliveries.

Carrier DHL Express has 60 shipments and 0 late deliveries.",False,True,True,True,"[""analytics"",""logistics""]","[""logistics"",""analytics""]",True,True,True,True,"[""CARRIER_MSA"",""HAWB"",""HBL""]","[""EMAIL_THREAD_JSON"",""FULL_SOP""]",[],False,0.0,8,"[""DOC-81e29c14-8a44-5f29-9f21-96264657b547"",""DOC-d537b8ae-d71f-532e-a5e3-5a500141b1b6"",""DOC-5710ba90-a476-55c9-962d-e57550b04e50"",""DOC-ce110bdc-b84b-5817-b68d-8b18f8c0afbd"",""DOC-1912e1b3-190a-5600-b86b-49e2506e64dd"",""DOC-3058df97-afb4-5472-83d5-0e7a37c5088b"",""DOC-be086817-0ee5-5062-9b2f-6c9063c4a5f8"",""DOC-736f4db6-10f5-59dd-a21b-3de4aeb55b88""]",,True,,"[""template:carrier_late_performance""]","SELECT carrier_name, COUNT(*) AS shipment_count, COUNT(*) FILTER(WHERE is_late IS TRUE) AS late_delivery_count, AVG(arrival_variance_days) FILTER(WHERE is_late IS TRUE) AS average_late_arrival_variance_days FROM analytics.shipment_operations GROUP BY carrier_name ORDER BY late_delivery_count DESC, carrier_name LIMIT 201",66,"[""SQL-962f7f4fa07256e0""]",5,5,1.0,True,"[{""text"":""Carrier 4px has 1 shipment and 0 late deliveries."",""evidence_ids"":[""SQL-962f7f4fa07256e0""],""supported"":true},{""text"":""Carrier ALPHA has 1 shipment and 0 late deliveries."",""evidence_ids"":[""SQL-962f7f4fa07256e0""],""supported"":true},{""text"":""Carrier ARRTIME has 5 shipments and 0 late deliveries."",""evidence_ids"":[""SQL-962f7f4fa07256e0""],""supported"":true},{""text"":""Carrier AXIOM has 10 shipments and 0 late deliveries."",""evidence_ids"":[""SQL-962f7f4fa07256e0""],""supported"":true},{""text"":""Carrier DHL Express has 60 shipments and 0 late deliveries."",""evidence_ids"":[""SQL-962f7f4fa07256e0""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":217,""document_reranking"":667,""document_retrieval_total"":884,""sql_lookup"":41,""evidence_collection"":884,""synthesis"":2081,""orchestrator_total"":2967}","[{""attempt"":1,""status_code"":200,""latency_ms"":2073,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":5273,""output_tokens"":406,""total_tokens"":5679,""finish_reason"":""STOP"",""response_characters"":1114,""ignored_thought_parts"":0}]",2967,2967,
Q013,What is the current status of our containers?,"Container CTR-000129 (OOLU7743290) is not marked delivered, with a last tracked timestamp of 2025-04-21T00:00:00.

Container BSIU9216739 from tracking record CTR-001675 is not marked delivered and was last tracked on 2026-02-19T00:00:00.

Container OOCU9057456 from tracking record CTR-001742 is not marked delivered with a last tracked date of 2026-02-16T00:00:00.

Multiple other listed containers (such as ACCU5017288 and APHU6333453) have their delivery flags set to false and last tracked timestamps on 2026-02-19.",True,True,True,True,"[""analytics"",""logistics""]","[""logistics"",""analytics""]",True,True,True,True,[],"[""EMAIL_THREAD_JSON"",""MANIFEST""]",[],,,8,"[""DOC-41ddedd8-42f1-54c9-934f-13147eab6f4c"",""DOC-e13e9de8-ce1a-55e6-9166-5c545903f089"",""DOC-f5bb2d60-736f-5c90-85a0-6b4ca79bcb24"",""DOC-e6a56c22-f335-51a1-a68a-9a9f34097e99"",""DOC-c7e63cf1-6154-5151-97c9-716b933a97c3"",""DOC-890771a1-438d-5c96-87fe-58d54e132e07"",""DOC-ed3e4028-f5cc-5a11-9095-6cdc370b9b6a"",""DOC-d52cca77-89d9-5076-8624-c1516e60801e""]",container_status,True,True,"[""template:container_status""]","SELECT * FROM analytics.container_status ORDER BY delivered_flag, last_tracked_at DESC NULLS LAST, container_number LIMIT 201",200,"[""SQL-de5f7d23a8650245""]",4,4,1.0,True,"[{""text"":""Container CTR-000129 (OOLU7743290) is not marked delivered, with a last tracked timestamp of 2025-04-21T00:00:00."",""evidence_ids"":[""DOC-41ddedd8-42f1-54c9-934f-13147eab6f4c""],""supported"":true},{""text"":""Container BSIU9216739 from tracking record CTR-001675 is not marked delivered and was last tracked on 2026-02-19T00:00:00."",""evidence_ids"":[""DOC-890771a1-438d-5c96-87fe-58d54e132e07""],""supported"":true},{""text"":""Container OOCU9057456 from tracking record CTR-001742 is not marked delivered with a last tracked date of 2026-02-16T00:00:00."",""evidence_ids"":[""DOC-d52cca77-89d9-5076-8624-c1516e60801e""],""supported"":true},{""text"":""Multiple other listed containers (such as ACCU5017288 and APHU6333453) have their delivery flags set to false and last tracked timestamps on 2026-02-19."",""evidence_ids"":[""SQL-de5f7d23a8650245""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":191,""document_reranking"":624,""document_retrieval_total"":816,""sql_lookup"":29,""evidence_collection"":816,""synthesis"":1966,""orchestrator_total"":2785}","[{""attempt"":1,""status_code"":200,""latency_ms"":1947,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":6972,""output_tokens"":524,""total_tokens"":7496,""finish_reason"":""STOP"",""response_characters"":1196,""ignored_thought_parts"":0}]",2785,2785,
Q014,Summarize customs clearance exceptions.,"The retrieved evidence did not establish enough facts to answer “Summarize customs clearance exceptions.”. Try adding a specific identifier, entity, or date range.",False,False,True,True,"[""executive_reporting"",""logistics""]","[""logistics"",""risk"",""executive_reporting""]",True,True,False,False,"[""EMAIL_THREAD_JSON"",""IMPORT_REPORT""]","[""MB51_INVENTORY_REPORT""]",[],False,0.0,8,"[""DOC-2bfdbe99-c535-52c5-8f82-5d52370a014d"",""DOC-001391a6-428c-54a5-8672-bc8083ee37b4"",""DOC-83e16f78-0265-57eb-a8f3-bd016f536131"",""DOC-3906c919-224c-5126-969c-9c1149f56450"",""DOC-2630155d-881a-5aa7-aea2-16a7987e4f23"",""DOC-2a342803-854f-5e9d-82d6-a037ed2d0032"",""DOC-cd408c3e-f832-5788-a3be-3021a5f8c5b9"",""DOC-785dab8a-66a5-5bbd-a91b-5f48bae706fc""]",,,,[],,0,[],0,0,0.0,False,[],"[""No evidence regarding customs clearance exceptions was found in the provided documents.""]","{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":176,""document_reranking"":413,""document_retrieval_total"":589,""evidence_collection"":589,""synthesis"":1056,""orchestrator_total"":1647}","[{""attempt"":1,""status_code"":200,""latency_ms"":1056,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":2737,""output_tokens"":34,""total_tokens"":2771,""finish_reason"":""STOP"",""response_characters"":133,""ignored_thought_parts"":0}]",1647,1647,
Q015,Find bills of lading for delayed ocean shipments.,"House Bill of Lading reference number SHP-P2-00499 lists container FFAU4401154 shipped from Yantian, China to Oakland, United States.

House Bill of Lading reference number SHP-P2-00199 lists container CICU2586140 shipped from Shanghai, China to Los Angeles, United States.

House Bill of Lading reference number SHP-P2-00439 lists container FCIU8726788 shipped from Ho Chi Minh City, Vietnam to Long Beach, United States.

House Bill of Lading reference number SHP-P2-00559 lists container HASU5151201 shipped from Shanghai, China to Houston, United States.

House Bill of Lading reference number SHP-P2-00349 lists container DFSU7090550 shipped from Yantian, China to Long Beach, United States.

House Bill of Lading reference number SHP-P2-00319 lists container CSNU7774610 shipped from Shanghai, China to Barcelona, Spain.",True,True,True,True,"[""logistics""]","[""logistics""]",True,True,False,False,"[""HBL""]","[""CARRIER_MSA"",""HBL""]","[""HBL""]",True,1.0,8,"[""DOC-deee443b-1cb7-5754-adea-2f5709f5da06"",""DOC-a167c999-8959-5f4e-a20a-e85e6ee07353"",""DOC-f3b9be5d-79f5-59c6-97ac-1a071c75df74"",""DOC-d4933705-b8ea-5f2c-b2aa-0b8658b57c44"",""DOC-46d10ee4-049a-5de3-9087-8029208fe3ef"",""DOC-969b7aad-3ece-5e81-9d45-ab5a8f2d22da"",""DOC-0d4c8fc8-dccf-529b-a8b3-1f9e16b60075"",""DOC-00fb3645-18fb-5747-848e-e1f0a065a2c2""]",,,,[],,0,[],6,6,1.0,True,"[{""text"":""House Bill of Lading reference number SHP-P2-00499 lists container FFAU4401154 shipped from Yantian, China to Oakland, United States."",""evidence_ids"":[""DOC-deee443b-1cb7-5754-adea-2f5709f5da06""],""supported"":true},{""text"":""House Bill of Lading reference number SHP-P2-00199 lists container CICU2586140 shipped from Shanghai, China to Los Angeles, United States."",""evidence_ids"":[""DOC-a167c999-8959-5f4e-a20a-e85e6ee07353""],""supported"":true},{""text"":""House Bill of Lading reference number SHP-P2-00439 lists container FCIU8726788 shipped from Ho Chi Minh City, Vietnam to Long Beach, United States."",""evidence_ids"":[""DOC-f3b9be5d-79f5-59c6-97ac-1a071c75df74""],""supported"":true},{""text"":""House Bill of Lading reference number SHP-P2-00559 lists container HASU5151201 shipped from Shanghai, China to Houston, United States."",""evidence_ids"":[""DOC-d4933705-b8ea-5f2c-b2aa-0b8658b57c44""],""supported"":true},{""text"":""House Bill of Lading reference number SHP-P2-00349 lists container DFSU7090550 shipped from Yantian, China to Long Beach, United States."",""evidence_ids"":[""DOC-46d10ee4-049a-5de3-9087-8029208fe3ef""],""supported"":true},{""text"":""House Bill of Lading reference number SHP-P2-00319 lists container CSNU7774610 shipped from Shanghai, China to Barcelona, Spain."",""evidence_ids"":[""DOC-969b7aad-3ece-5e81-9d45-ab5a8f2d22da""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":209,""document_reranking"":471,""document_retrieval_total"":681,""evidence_collection"":681,""synthesis"":2563,""orchestrator_total"":3246}","[{""attempt"":1,""status_code"":200,""latency_ms"":2560,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":3495,""output_tokens"":724,""total_tokens"":4219,""finish_reason"":""STOP"",""response_characters"":1820,""ignored_thought_parts"":0}]",3246,3246,
Q016,Find air waybills and their linked purchase orders.,"House air waybill SHP-P2-01182 is linked to purchase order PO-P2-01182.

House air waybill SHP-P2-00166 is linked to purchase order PO-P2-00166.

House air waybill SHP-P2-00132 is linked to purchase order PO-P2-00132.

House air waybill SHP-P2-00134 is linked to purchase order PO-P2-00134.

House air waybill SHP-P2-00942 is linked to purchase order PO-P2-00942.

House air waybill SHP-P2-00046 is linked to purchase order PO-P2-00046.",False,True,True,True,"[""analytics"",""logistics""]","[""supplier"",""logistics"",""analytics""]",True,True,True,True,"[""HAWB"",""PURCHASE_ORDER""]","[""HAWB""]","[""HAWB""]",True,0.5,8,"[""DOC-512b195d-93ab-5468-8dd8-8191605bb835"",""DOC-1627a6fc-dc65-5d53-84fc-c18f2396fb88"",""DOC-cb0a29ac-d85a-5519-bdeb-085221419c67"",""DOC-06fa6162-b449-5202-a2af-aa6092f0b3b6"",""DOC-3ef32cfb-498e-5d7f-8018-f592b5a876d9"",""DOC-4334c307-7b46-5e99-afb0-9745a0c5661c"",""DOC-c63e0e47-f087-59ee-92bc-02bba578ae60"",""DOC-c82aee0f-d278-5a9c-b6c3-fce31fa8bfa7""]",,False,,[],,0,[],6,6,1.0,True,"[{""text"":""House air waybill SHP-P2-01182 is linked to purchase order PO-P2-01182."",""evidence_ids"":[""DOC-512b195d-93ab-5468-8dd8-8191605bb835""],""supported"":true},{""text"":""House air waybill SHP-P2-00166 is linked to purchase order PO-P2-00166."",""evidence_ids"":[""DOC-1627a6fc-dc65-5d53-84fc-c18f2396fb88""],""supported"":true},{""text"":""House air waybill SHP-P2-00132 is linked to purchase order PO-P2-00132."",""evidence_ids"":[""DOC-cb0a29ac-d85a-5519-bdeb-085221419c67""],""supported"":true},{""text"":""House air waybill SHP-P2-00134 is linked to purchase order PO-P2-00134."",""evidence_ids"":[""DOC-06fa6162-b449-5202-a2af-aa6092f0b3b6""],""supported"":true},{""text"":""House air waybill SHP-P2-00942 is linked to purchase order PO-P2-00942."",""evidence_ids"":[""DOC-3ef32cfb-498e-5d7f-8018-f592b5a876d9""],""supported"":true},{""text"":""House air waybill SHP-P2-00046 is linked to purchase order PO-P2-00046."",""evidence_ids"":[""DOC-4334c307-7b46-5e99-afb0-9745a0c5661c""],""supported"":true}]","[""Structured lookup not applicable: The current analytics catalog does not contain the structured relationship required for this question; document evidence may still answer it.""]","{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":292,""document_reranking"":456,""document_retrieval_total"":748,""sql_lookup"":0,""evidence_collection"":748,""synthesis"":2744,""orchestrator_total"":3494}","[{""attempt"":1,""status_code"":200,""latency_ms"":2741,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":3995,""output_tokens"":667,""total_tokens"":4662,""finish_reason"":""STOP"",""response_characters"":1430,""ignored_thought_parts"":0}]",3494,3494,
Q017,Which routes have the greatest arrival variance?,The structured ERP query returned a shipment count of 1194 with a maximum arrival variance of 0.00 days.,True,True,True,True,"[""analytics"",""logistics""]","[""logistics"",""analytics""]",True,True,True,True,[],"[""EMAIL_THREAD_JSON"",""FULL_SOP""]",[],,,8,"[""DOC-6a44cacf-c90f-542b-813b-7fd5988abc08"",""DOC-62f6f7aa-1d44-55be-9458-58a40e614279"",""DOC-02dc3127-4b0f-527a-a4e9-70d4b997fd98"",""DOC-df44db77-df15-5518-b918-a703fdae7eca"",""DOC-ab465146-a805-52ca-83a3-9bad78c7fdc4"",""DOC-4a52bb3a-a90f-568d-9e93-0309a37a8058"",""DOC-8861bd1a-7b7d-581a-a3cf-b5f8c9b239ac"",""DOC-7b1c12f6-b5af-5a7b-8caa-648e0124c797""]",shipment_operations,True,True,"[""template:route_arrival_variance""]","SELECT origin_city, destination_city, AVG(arrival_variance_days) AS average_arrival_variance_days, MAX(arrival_variance_days) AS maximum_arrival_variance_days, COUNT(*) AS shipment_count FROM analytics.shipment_operations WHERE NOT arrival_variance_days IS NULL GROUP BY origin_city, destination_city ORDER BY average_arrival_variance_days DESC NULLS LAST, origin_city, destination_city LIMIT 201",1,"[""SQL-dcee2f305547e096""]",1,1,1.0,True,"[{""text"":""The structured ERP query returned a shipment count of 1194 with a maximum arrival variance of 0.00 days."",""evidence_ids"":[""SQL-dcee2f305547e096""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":321,""document_reranking"":573,""document_retrieval_total"":895,""sql_lookup"":24,""evidence_collection"":895,""synthesis"":1134,""orchestrator_total"":2031}","[{""attempt"":1,""status_code"":200,""latency_ms"":1133,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":4828,""output_tokens"":108,""total_tokens"":4936,""finish_reason"":""STOP"",""response_characters"":304,""ignored_thought_parts"":0}]",2031,2031,
Q018,Summarize carrier service-level obligations.,"The carrier shall allocate transport capacity, maintain published transit schedules, provide electronic shipment status events, and adhere to service commitments across designated trade lanes.

Carrier shall provide booked transport services on the lanes stated in each shipment instruction.

Transit performance is measured against planned arrival recorded for each shipment.

USD 150 per container day applies after seven free days where contractually attributable.",True,True,True,True,"[""executive_reporting"",""logistics""]","[""logistics"",""executive_reporting""]",True,True,False,False,"[""CARRIER_MSA""]","[""CARRIER_MSA""]","[""CARRIER_MSA""]",True,1.0,8,"[""DOC-32559348-03c6-51fc-83c6-14255419e43f"",""DOC-1d23828a-d2fa-58cf-97f5-11ef0735dfcd"",""DOC-29399e3c-8852-563b-b857-28afe422531e"",""DOC-2268c15c-d37a-5f86-abe6-c9627517a8f2"",""DOC-0c3aa432-6778-5e4d-91c1-19fb7c69bfe1"",""DOC-1ba89e5f-afb3-57b4-b645-a9c7b476300b"",""DOC-92bad40b-eae2-58bb-bf0a-c72c94d50a83"",""DOC-60fa68e5-f7dc-58d1-a303-343aab0cf8ea""]",,,,[],,0,[],4,4,1.0,True,"[{""text"":""The carrier shall allocate transport capacity, maintain published transit schedules, provide electronic shipment status events, and adhere to service commitments across designated trade lanes."",""evidence_ids"":[""DOC-32559348-03c6-51fc-83c6-14255419e43f"",""DOC-1d23828a-d2fa-58cf-97f5-11ef0735dfcd"",""DOC-29399e3c-8852-563b-b857-28afe422531e"",""DOC-2268c15c-d37a-5f86-abe6-c9627517a8f2"",""DOC-0c3aa432-6778-5e4d-91c1-19fb7c69bfe1"",""DOC-1ba89e5f-afb3-57b4-b645-a9c7b476300b""],""supported"":true},{""text"":""Carrier shall provide booked transport services on the lanes stated in each shipment instruction."",""evidence_ids"":[""DOC-92bad40b-eae2-58bb-bf0a-c72c94d50a83"",""DOC-60fa68e5-f7dc-58d1-a303-343aab0cf8ea""],""supported"":true},{""text"":""Transit performance is measured against planned arrival recorded for each shipment."",""evidence_ids"":[""DOC-92bad40b-eae2-58bb-bf0a-c72c94d50a83"",""DOC-60fa68e5-f7dc-58d1-a303-343aab0cf8ea""],""supported"":true},{""text"":""USD 150 per container day applies after seven free days where contractually attributable."",""evidence_ids"":[""DOC-92bad40b-eae2-58bb-bf0a-c72c94d50a83"",""DOC-60fa68e5-f7dc-58d1-a303-343aab0cf8ea""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":174,""document_hybrid_retrieval"":228,""document_reranking"":363,""document_retrieval_total"":765,""evidence_collection"":765,""synthesis"":2330,""orchestrator_total"":3098}","[{""attempt"":1,""status_code"":200,""latency_ms"":2327,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":3108,""output_tokens"":706,""total_tokens"":3814,""finish_reason"":""STOP"",""response_characters"":1590,""ignored_thought_parts"":0}]",3098,3098,
Q019,Which manifests mention damaged cargo?,None of the provided ocean cargo manifests mention damaged cargo.,True,True,True,True,"[""inventory"",""logistics""]","[""logistics"",""inventory""]",True,True,False,False,"[""EMAIL_THREAD_JSON"",""MANIFEST""]","[""EMAIL_THREAD_JSON"",""MANIFEST""]","[""EMAIL_THREAD_JSON"",""MANIFEST""]",True,1.0,8,"[""DOC-79183fe7-796b-519b-9ba5-f26d3973c81e"",""DOC-8f83177d-ec5c-5230-8912-2c0ca1a714c9"",""DOC-69a886b7-46f0-5a9b-9e21-2debbac84896"",""DOC-17dd913d-197a-58b4-bf3a-a7c7431c5266"",""DOC-5a51d08d-492e-5e8e-9506-c6e93462be67"",""DOC-cf1a3d64-c7e0-5fae-a28e-6ba0c44d583b"",""DOC-e832ee8a-fbea-5add-9b53-b62ec65c7044"",""DOC-f744585c-fdfd-5da7-92f1-a1252279d086""]",,,,[],,0,[],1,1,1.0,True,"[{""text"":""None of the provided ocean cargo manifests mention damaged cargo."",""evidence_ids"":[""DOC-79183fe7-796b-519b-9ba5-f26d3973c81e"",""DOC-8f83177d-ec5c-5230-8912-2c0ca1a714c9"",""DOC-69a886b7-46f0-5a9b-9e21-2debbac84896"",""DOC-17dd913d-197a-58b4-bf3a-a7c7431c5266"",""DOC-5a51d08d-492e-5e8e-9506-c6e93462be67"",""DOC-cf1a3d64-c7e0-5fae-a28e-6ba0c44d583b""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":211,""document_reranking"":452,""document_retrieval_total"":663,""evidence_collection"":664,""synthesis"":1626,""orchestrator_total"":2292}","[{""attempt"":1,""status_code"":200,""latency_ms"":1624,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":3614,""output_tokens"":306,""total_tokens"":3920,""finish_reason"":""STOP"",""response_characters"":524,""ignored_thought_parts"":0}]",2292,2292,
Q020,Give an executive brief on late shipments and carrier exceptions.,"DataCo order 18229 took 5 actual days compared to 4 scheduled days, exceeding its delivery window by 1 day.

DataCo order 4745 took 6 actual days compared to 4 scheduled days, exceeding its delivery window by 2 days.

Freight order 1447265592.7 records 1 late day for carrier V444_0 with service level DTP from PORT04 to PORT09.

Freight order 1447321392.7 records 1 late day for carrier V444_0 with service level DTP from PORT04 to PORT09.

DataCo order 4495 took 6 actual days compared to 4 scheduled days, exceeding its delivery window by 2 days.

DataCo order 48684 took 5 actual days compared to 4 scheduled days, exceeding its delivery window by 1 day.",True,True,True,True,"[""analytics"",""executive_reporting"",""logistics""]","[""logistics"",""analytics"",""risk"",""executive_reporting""]",True,True,True,True,"[""CARRIER_MSA"",""EMAIL_THREAD_JSON""]","[""EMAIL_THREAD_JSON"",""FULL_SOP""]","[""EMAIL_THREAD_JSON""]",True,0.5,8,"[""DOC-3bffd32b-4dc2-55f5-8968-3be3204fe9bd"",""DOC-83fcb5c2-8881-5af2-8a17-e68b6d1c44de"",""DOC-8bb1db40-dee9-50e3-8024-d78c1ceb93a0"",""DOC-ee1a5c62-9a0f-5e48-8e4f-0cb8004fc06a"",""DOC-7c4d08cd-524f-5249-a1bf-3e93263fed65"",""DOC-afc1e8ef-d3d3-5ad4-9eb8-8d56f5052465"",""DOC-e7210de5-44db-5f22-af60-0b6f75bde9df"",""DOC-997c8f23-97ec-5923-b4ec-b375ad7f886e""]",,True,,"[""template:late_shipments""]","SELECT * FROM analytics.shipment_operations WHERE is_late IS TRUE ORDER BY arrival_variance_days DESC NULLS LAST, shipment_id LIMIT 201",0,"[""SQL-abac28f2c46f28f6""]",6,6,1.0,True,"[{""text"":""DataCo order 18229 took 5 actual days compared to 4 scheduled days, exceeding its delivery window by 1 day."",""evidence_ids"":[""DOC-8bb1db40-dee9-50e3-8024-d78c1ceb93a0""],""supported"":true},{""text"":""DataCo order 4745 took 6 actual days compared to 4 scheduled days, exceeding its delivery window by 2 days."",""evidence_ids"":[""DOC-ee1a5c62-9a0f-5e48-8e4f-0cb8004fc06a""],""supported"":true},{""text"":""Freight order 1447265592.7 records 1 late day for carrier V444_0 with service level DTP from PORT04 to PORT09."",""evidence_ids"":[""DOC-7c4d08cd-524f-5249-a1bf-3e93263fed65""],""supported"":true},{""text"":""Freight order 1447321392.7 records 1 late day for carrier V444_0 with service level DTP from PORT04 to PORT09."",""evidence_ids"":[""DOC-afc1e8ef-d3d3-5ad4-9eb8-8d56f5052465""],""supported"":true},{""text"":""DataCo order 4495 took 6 actual days compared to 4 scheduled days, exceeding its delivery window by 2 days."",""evidence_ids"":[""DOC-e7210de5-44db-5f22-af60-0b6f75bde9df""],""supported"":true},{""text"":""DataCo order 48684 took 5 actual days compared to 4 scheduled days, exceeding its delivery window by 1 day."",""evidence_ids"":[""DOC-997c8f23-97ec-5923-b4ec-b375ad7f886e""],""supported"":true}]",[],"{""routing"":0,""document_exact_identifier"":0,""document_hybrid_retrieval"":252,""document_reranking"":639,""document_retrieval_total"":892,""sql_lookup"":42,""evidence_collection"":892,""synthesis"":2509,""orchestrator_total"":3403}","[{""attempt"":1,""status_code"":200,""latency_ms"":2506,""provider"":""gemini"",""model"":""gemini-3.5-flash-lite"",""input_tokens"":4964,""output_tokens"":704,""total_tokens"":5668,""finish_reason"":""STOP"",""response_characters"":1776,""ignored_thought_parts"":0}]",3403,3403,
